Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,Sales_General_and_Admin,Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry
IVZ,Year 1,12/31/2012,4050400000.0,0.0,3207800000.0,0.0,0.0,Financials,Asset Management & Custody Banks
IVZ,Year 2,12/31/2013,4644600000.0,0.0,3524400000.0,0.0,0.0,Financials,Asset Management & Custody Banks
IVZ,Year 3,12/31/2014,5147100000.0,0.0,3870200000.0,0.0,0.0,Financials,Asset Management & Custody Banks
IVZ,Year 4,12/31/2015,5122900000.0,0.0,3764500000.0,0.0,0.0,Financials,Asset Management & Custody Banks
JBHT,Year 1,12/31/2012,5054980000.0,3230857000.0,1064757000.0,0.0,229166000.0,Industrials,Trucking
JBHT,Year 2,12/31/2013,5584571000.0,3570801000.0,1183682000.0,0.0,253380000.0,Industrials,Trucking
JBHT,Year 3,12/31/2014,6165441000.0,3898403000.0,1341000000.0,0.0,294496000.0,Industrials,Trucking
JBHT,Year 4,12/31/2015,6187646000.0,3665578000.0,1466761000.0,0.0,339613000.0,Industrials,Trucking
JEC,Year 1,9/27/2013,11818376000.0,9976057000.0,1173340000.0,0.0,0.0,Industrials,Industrial Conglomerates
JEC,Year 2,9/26/2014,12695157000.0,10621373000.0,1545716000.0,0.0,0.0,Industrials,Industrial Conglomerates
JEC,Year 3,10/2/2015,12114832000.0,10146494000.0,1522811000.0,0.0,0.0,Industrials,Industrial Conglomerates
JEC,Year 4,9/30/2016,10964157000.0,9196326000.0,1429233000.0,0.0,0.0,Industrials,Industrial Conglomerates
JNPR,Year 1,12/31/2012,4365400000.0,1656600000.0,1252300000.0,1101600000.0,0.0,Information Technology,Networking Equipment
JNPR,Year 2,12/31/2013,4669100000.0,1727700000.0,1293200000.0,1043200000.0,0.0,Information Technology,Networking Equipment
JNPR,Year 3,12/31/2014,4627100000.0,1768900000.0,1254700000.0,1006200000.0,0.0,Information Technology,Networking Equipment
JNPR,Year 4,12/31/2015,4857800000.0,1779200000.0,1172700000.0,994500000.0,0.0,Information Technology,Networking Equipment
JPM,Year 1,12/31/2012,93646000000.0,0.0,64729000000.0,0.0,3385000000.0,Financials,Banks
JPM,Year 2,12/31/2013,97142000000.0,0.0,70467000000.0,0.0,225000000.0,Financials,Banks
JPM,Year 3,12/31/2014,91973000000.0,0.0,61274000000.0,0.0,3139000000.0,Financials,Banks
JPM,Year 4,12/31/2015,89716000000.0,0.0,59014000000.0,0.0,3827000000.0,Financials,Banks
JWN,Year 1,2/2/2013,12134000000.0,7432000000.0,3357000000.0,0.0,0.0,Consumer Discretionary,Department Stores
JWN,Year 2,2/1/2014,12540000000.0,7737000000.0,3453000000.0,0.0,0.0,Consumer Discretionary,Department Stores
JWN,Year 3,1/31/2015,13506000000.0,8406000000.0,3777000000.0,0.0,0.0,Consumer Discretionary,Department Stores
JWN,Year 4,1/30/2016,14437000000.0,9168000000.0,4168000000.0,0.0,0.0,Consumer Discretionary,Department Stores
K,Year 1,12/29/2012,14197000000.0,8763000000.0,3872000000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
K,Year 2,12/28/2013,14792000000.0,8689000000.0,3266000000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
K,Year 3,1/3/2015,14580000000.0,9517000000.0,4039000000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
K,Year 4,1/2/2016,13525000000.0,8844000000.0,3590000000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
KEY,Year 1,9/30/2013,1287577000.0,1073447000.0,174085000.0,0.0,12784000.0,Financials,Banks
KEY,Year 2,9/30/2014,1463767000.0,1200308000.0,194491000.0,0.0,13279000.0,Financials,Banks
KEY,Year 3,9/30/2015,1627413000.0,1354969000.0,207519000.0,0.0,13338000.0,Financials,Banks
KEY,Year 4,9/30/2016,1822114000.0,1524907000.0,224088000.0,0.0,13794000.0,Financials,Banks
KIM,Year 1,12/31/2012,793373000.0,206974000.0,123524000.0,0.0,214827000.0,Real Estate,REITs
KIM,Year 2,12/31/2013,861527000.0,221498000.0,127470000.0,0.0,224713000.0,Real Estate,REITs
KIM,Year 3,12/31/2014,993897000.0,258617000.0,122201000.0,0.0,258074000.0,Real Estate,REITs
KIM,Year 4,12/31/2015,1166769000.0,304477000.0,122735000.0,0.0,344527000.0,Real Estate,REITs
KLAC,Year 1,6/30/2013,2842781000.0,1237452000.0,387812000.0,487832000.0,0.0,Information Technology,Semiconductor Equipment
KLAC,Year 2,6/30/2014,2929408000.0,1232962000.0,384907000.0,539469000.0,0.0,Information Technology,Semiconductor Equipment
KLAC,Year 3,6/30/2015,2814049000.0,1215229000.0,406864000.0,530616000.0,0.0,Information Technology,Semiconductor Equipment
KLAC,Year 4,6/30/2016,2984493000.0,1163391000.0,379399000.0,481258000.0,0.0,Information Technology,Semiconductor Equipment
KMB,Year 1,12/31/2013,19561000000.0,12952000000.0,3706000000.0,0.0,0.0,Consumer Staples,Household Products
KMB,Year 2,12/31/2014,19724000000.0,13041000000.0,4162000000.0,0.0,0.0,Consumer Staples,Household Products
KMB,Year 3,12/31/2015,18591000000.0,11967000000.0,5011000000.0,0.0,0.0,Consumer Staples,Household Products
KMB,Year 4,12/31/2016,18202000000.0,11551000000.0,3334000000.0,0.0,0.0,Consumer Staples,Household Products
KMI,Year 1,12/31/2013,14070000000.0,7365000000.0,1007000000.0,0.0,1806000000.0,Energy,Oil & Gas Refining & Marketing & Transportation
KMI,Year 2,12/31/2014,16226000000.0,8435000000.0,1029000000.0,0.0,2040000000.0,Energy,Oil & Gas Refining & Marketing & Transportation
KMI,Year 3,12/31/2015,14403000000.0,6452000000.0,1126000000.0,0.0,2309000000.0,Energy,Oil & Gas Refining & Marketing & Transportation
KMI,Year 4,12/31/2016,13058000000.0,5801000000.0,1089000000.0,0.0,2209000000.0,Energy,Oil & Gas Refining & Marketing & Transportation
KMX,Year 1,2/28/2013,10962818000.0,9498456000.0,731767000.0,0.0,0.0,Consumer Discretionary,Specialty Stores
KMX,Year 2,2/28/2014,12574299000.0,10925598000.0,819048000.0,0.0,0.0,Consumer Discretionary,Specialty Stores
KMX,Year 3,2/28/2015,14268716000.0,12381189000.0,890431000.0,0.0,0.0,Consumer Discretionary,Specialty Stores
KMX,Year 4,2/29/2016,15149675000.0,13130915000.0,959899000.0,0.0,0.0,Consumer Discretionary,Specialty Stores
KO,Year 1,12/31/2012,48017000000.0,19053000000.0,18185000000.0,0.0,0.0,Consumer Staples,Soft Drinks
KO,Year 2,12/31/2013,46854000000.0,18421000000.0,18205000000.0,0.0,0.0,Consumer Staples,Soft Drinks
KO,Year 3,12/31/2014,45998000000.0,17889000000.0,18401000000.0,0.0,0.0,Consumer Staples,Soft Drinks
KO,Year 4,12/31/2015,44294000000.0,17482000000.0,18084000000.0,0.0,0.0,Consumer Staples,Soft Drinks
KORS,Year 1,3/30/2013,2181732000.0,875166000.0,621536000.0,0.0,54291000.0,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
KORS,Year 2,3/29/2014,3310800000.0,1294700000.0,926900000.0,0.0,79700000.0,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
KORS,Year 3,3/28/2015,4371500000.0,1723800000.0,1251500000.0,0.0,138400000.0,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
KORS,Year 4,4/2/2016,4712100000.0,1914900000.0,1428000000.0,0.0,183200000.0,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
KR,Year 1,2/2/2013,96619000000.0,76726000000.0,15477000000.0,0.0,1652000000.0,Consumer Staples,Food Retail
KR,Year 2,2/1/2014,98375000000.0,78138000000.0,15809000000.0,0.0,1703000000.0,Consumer Staples,Food Retail
KR,Year 3,1/31/2015,108465000000.0,85512000000.0,17868000000.0,0.0,1948000000.0,Consumer Staples,Food Retail
KR,Year 4,1/30/2016,109830000000.0,85496000000.0,18669000000.0,0.0,2089000000.0,Consumer Staples,Food Retail
KSS,Year 1,2/2/2013,19279000000.0,12289000000.0,4267000000.0,0.0,833000000.0,Consumer Discretionary,General Merchandise Stores
KSS,Year 2,2/1/2014,19031000000.0,12087000000.0,4313000000.0,0.0,889000000.0,Consumer Discretionary,General Merchandise Stores
KSS,Year 3,1/31/2015,19023000000.0,12098000000.0,4350000000.0,0.0,886000000.0,Consumer Discretionary,General Merchandise Stores
KSS,Year 4,1/30/2016,19204000000.0,12265000000.0,4452000000.0,0.0,934000000.0,Consumer Discretionary,General Merchandise Stores
KSU,Year 1,12/31/2013,2369300000.0,805300000.0,602100000.0,0.0,223300000.0,Industrials,Railroads
KSU,Year 2,12/31/2014,2577100000.0,877900000.0,632000000.0,0.0,258100000.0,Industrials,Railroads
KSU,Year 3,12/31/2015,2418800000.0,759200000.0,571200000.0,0.0,284600000.0,Industrials,Railroads
KSU,Year 4,12/31/2016,2334200000.0,691100000.0,519600000.0,0.0,305000000.0,Industrials,Railroads
LB,Year 1,2/2/2013,10459000000.0,6073000000.0,2720000000.0,0.0,0.0,Consumer Discretionary,Apparel Retail
LB,Year 2,2/1/2014,10773000000.0,6344000000.0,2686000000.0,0.0,0.0,Consumer Discretionary,Apparel Retail
LB,Year 3,1/31/2015,11454000000.0,6646000000.0,2855000000.0,0.0,0.0,Consumer Discretionary,Apparel Retail
LB,Year 4,1/30/2016,12154000000.0,6950000000.0,3012000000.0,0.0,0.0,Consumer Discretionary,Apparel Retail
LEG,Year 1,12/31/2012,3414500000.0,2718900000.0,346100000.0,0.0,25100000.0,Industrials,Industrial Conglomerates
LEG,Year 2,12/31/2013,3477200000.0,2767300000.0,346900000.0,0.0,25400000.0,Industrials,Industrial Conglomerates
LEG,Year 3,12/31/2014,3782300000.0,2991900000.0,439200000.0,0.0,19700000.0,Industrials,Industrial Conglomerates
LEG,Year 4,12/31/2015,3917200000.0,2994000000.0,411800000.0,0.0,20800000.0,Industrials,Industrial Conglomerates
LEN,Year 1,11/30/2013,5935095000.0,4920664000.0,328595000.0,0.0,0.0,Consumer Discretionary,Homebuilding
LEN,Year 2,11/30/2014,7779812000.0,6336272000.0,521502000.0,0.0,0.0,Consumer Discretionary,Homebuilding
LEN,Year 3,11/30/2015,9474008000.0,7757571000.0,630421000.0,0.0,0.0,Consumer Discretionary,Homebuilding
LEN,Year 4,11/30/2016,10949999000.0,8923519000.0,764117000.0,0.0,0.0,Consumer Discretionary,Homebuilding
LH,Year 1,12/31/2012,5671400000.0,3421700000.0,1114600000.0,0.0,86300000.0,Health Care,Health Care Facilities
LH,Year 2,12/31/2013,5808300000.0,3585100000.0,1128800000.0,0.0,81700000.0,Health Care,Health Care Facilities
LH,Year 3,12/31/2014,6011600000.0,3808500000.0,1198200000.0,0.0,76700000.0,Health Care,Health Care Facilities
LH,Year 4,12/31/2015,8680100000.0,5776800000.0,1622000000.0,0.0,164500000.0,Health Care,Health Care Facilities
LKQ,Year 1,12/31/2012,4122930000.0,2398790000.0,1219343000.0,0.0,64093000.0,Consumer Discretionary,Distributors
LKQ,Year 2,12/31/2013,5062528000.0,2987126000.0,1454080000.0,0.0,80969000.0,Consumer Discretionary,Distributors
LKQ,Year 3,12/31/2014,6740064000.0,4088151000.0,1866520000.0,0.0,120719000.0,Consumer Discretionary,Distributors
LKQ,Year 4,12/31/2015,7192633000.0,4359104000.0,1987271000.0,0.0,122120000.0,Consumer Discretionary,Distributors
LLL,Year 1,12/31/2012,13107000000.0,11799000000.0,0.0,0.0,0.0,Industrials,Industrial Conglomerates
LLL,Year 2,12/31/2013,11420000000.0,10303000000.0,0.0,0.0,0.0,Industrials,Industrial Conglomerates
LLL,Year 3,12/31/2014,10986000000.0,9974000000.0,0.0,0.0,0.0,Industrials,Industrial Conglomerates
LLL,Year 4,12/31/2015,10466000000.0,9576000000.0,0.0,0.0,0.0,Industrials,Industrial Conglomerates
LLTC,Year 1,6/30/2013,1282236000.0,322516000.0,151382000.0,235184000.0,0.0,Information Technology,Semiconductors
LLTC,Year 2,6/29/2014,1388386000.0,338580000.0,159642000.0,250434000.0,0.0,Information Technology,Semiconductors
LLTC,Year 3,6/28/2015,1475139000.0,355727000.0,169952000.0,266761000.0,0.0,Information Technology,Semiconductors
LLTC,Year 4,7/3/2016,1423936000.0,343801000.0,170120000.0,276462000.0,0.0,Information Technology,Semiconductors
LLY,Year 1,12/31/2012,22603400000.0,4796500000.0,6839500000.0,5278100000.0,0.0,Health Care,Pharmaceuticals
LLY,Year 2,12/31/2013,23113100000.0,4908100000.0,6606700000.0,5531300000.0,0.0,Health Care,Pharmaceuticals
LLY,Year 3,12/31/2014,19615600000.0,4932500000.0,6280300000.0,4733600000.0,0.0,Health Care,Pharmaceuticals
LLY,Year 4,12/31/2015,19958700000.0,5037200000.0,6432400000.0,4796400000.0,0.0,Health Care,Pharmaceuticals
LMT,Year 1,12/31/2013,45358000000.0,41171000000.0,-318000000.0,0.0,0.0,Industrials,Aerospace & Defense
LMT,Year 2,12/31/2014,39946000000.0,35263000000.0,-329000000.0,0.0,0.0,Industrials,Aerospace & Defense
LMT,Year 3,12/31/2015,40536000000.0,36044000000.0,-220000000.0,0.0,0.0,Industrials,Aerospace & Defense
LMT,Year 4,12/31/2016,47248000000.0,42186000000.0,-487000000.0,0.0,0.0,Industrials,Aerospace & Defense
LNT,Year 1,12/31/2012,3094500000.0,2144200000.0,98200000.0,0.0,332400000.0,Utilities,Electric Utilities
LNT,Year 2,12/31/2013,3276800000.0,2272400000.0,99600000.0,0.0,370900000.0,Utilities,Electric Utilities
LNT,Year 3,12/31/2014,3350300000.0,2317500000.0,101100000.0,0.0,388100000.0,Utilities,Electric Utilities
LNT,Year 4,12/31/2015,3253600000.0,2171600000.0,103700000.0,0.0,401300000.0,Utilities,Electric Utilities
LOW,Year 1,2/1/2013,50521000000.0,33194000000.0,12244000000.0,0.0,1523000000.0,Consumer Discretionary,Home Improvement Retail
LOW,Year 2,1/31/2014,53417000000.0,34941000000.0,12865000000.0,0.0,1462000000.0,Consumer Discretionary,Home Improvement Retail
LOW,Year 3,1/30/2015,56223000000.0,36665000000.0,13281000000.0,0.0,1485000000.0,Consumer Discretionary,Home Improvement Retail
LOW,Year 4,1/29/2016,59074000000.0,38504000000.0,14115000000.0,0.0,1484000000.0,Consumer Discretionary,Home Improvement Retail
LRCX,Year 1,6/30/2013,3598916000.0,2195857000.0,601300000.0,683688000.0,0.0,Information Technology,Semiconductor Equipment
LRCX,Year 2,6/29/2014,4607309000.0,2599828000.0,613341000.0,716471000.0,0.0,Information Technology,Semiconductor Equipment
LRCX,Year 3,6/28/2015,5259312000.0,2974976000.0,591611000.0,825242000.0,0.0,Information Technology,Semiconductor Equipment
LRCX,Year 4,6/26/2016,5885893000.0,3266971000.0,630954000.0,913712000.0,0.0,Information Technology,Semiconductor Equipment
LUK,Year 1,12/31/2012,7810610000.0,7479746000.0,360586000.0,0.0,116388000.0,Financials,Multi-Sector Holdings
LUK,Year 2,12/31/2013,9531778000.0,7567707000.0,2177616000.0,0.0,167425000.0,Financials,Multi-Sector Holdings
LUK,Year 3,12/31/2014,10681897000.0,8024286000.0,2856642000.0,0.0,185993000.0,Financials,Multi-Sector Holdings
LUK,Year 4,12/31/2015,10116502000.0,7677233000.0,2620072000.0,0.0,224133000.0,Financials,Multi-Sector Holdings
LUV,Year 1,12/31/2013,17699000000.0,8307000000.0,7161000000.0,0.0,867000000.0,Industrials,Airlines
LUV,Year 2,12/31/2014,18605000000.0,7677000000.0,7639000000.0,0.0,938000000.0,Industrials,Airlines
LUV,Year 3,12/31/2015,19820000000.0,6025000000.0,8625000000.0,0.0,1015000000.0,Industrials,Airlines
LUV,Year 4,12/31/2016,20425000000.0,6132000000.0,9312000000.0,0.0,1221000000.0,Industrials,Airlines
LVLT,Year 1,12/31/2012,6376000000.0,3851000000.0,1201000000.0,0.0,749000000.0,Telecommunications Services,Alternative Carriers
LVLT,Year 2,12/31/2013,6313000000.0,3685000000.0,1162000000.0,0.0,800000000.0,Telecommunications Services,Alternative Carriers
LVLT,Year 3,12/31/2014,6777000000.0,3775000000.0,1181000000.0,0.0,808000000.0,Telecommunications Services,Alternative Carriers
LVLT,Year 4,12/31/2015,8229000000.0,4265000000.0,1467000000.0,0.0,1166000000.0,Telecommunications Services,Alternative Carriers
LYB,Year 1,12/31/2012,45352000000.0,39595000000.0,909000000.0,172000000.0,0.0,Materials,Diversified Chemicals
LYB,Year 2,12/31/2013,44062000000.0,37940000000.0,870000000.0,150000000.0,0.0,Materials,Diversified Chemicals
LYB,Year 3,12/31/2014,45608000000.0,38939000000.0,806000000.0,127000000.0,0.0,Materials,Diversified Chemicals
LYB,Year 4,12/31/2015,32735000000.0,25683000000.0,828000000.0,102000000.0,0.0,Materials,Diversified Chemicals
M,Year 1,2/2/2013,27686000000.0,16538000000.0,8482000000.0,0.0,0.0,Consumer Discretionary,Department Stores
M,Year 2,2/1/2014,27931000000.0,16725000000.0,8440000000.0,0.0,0.0,Consumer Discretionary,Department Stores
M,Year 3,1/31/2015,28105000000.0,16863000000.0,8355000000.0,0.0,0.0,Consumer Discretionary,Department Stores
M,Year 4,1/30/2016,27079000000.0,16496000000.0,8256000000.0,0.0,0.0,Consumer Discretionary,Department Stores
MA,Year 1,12/31/2013,8312000000.0,0.0,3456000000.0,0.0,258000000.0,Information Technology,Internet Software & Services
MA,Year 2,12/31/2014,9441000000.0,0.0,4014000000.0,0.0,321000000.0,Information Technology,Internet Software & Services
MA,Year 3,12/31/2015,9667000000.0,0.0,4162000000.0,0.0,366000000.0,Information Technology,Internet Software & Services
MA,Year 4,12/31/2016,10776000000.0,0.0,4525000000.0,0.0,373000000.0,Information Technology,Internet Software & Services
MAA,Year 1,12/31/2012,475888000.0,117275000.0,47115000.0,0.0,121211000.0,Real Estate,Residential REITs
MAA,Year 2,12/31/2013,635490000.0,172050000.0,43720000.0,0.0,186979000.0,Real Estate,Residential REITs
MAA,Year 3,12/31/2014,992332000.0,275379000.0,57664000.0,0.0,301812000.0,Real Estate,Residential REITs
MAA,Year 4,12/31/2015,1042779000.0,280901000.0,53992000.0,0.0,294520000.0,Real Estate,Residential REITs
MAC,Year 1,12/31/2012,797517000.0,337533000.0,20412000.0,0.0,277621000.0,Real Estate,Retail REITs
MAC,Year 2,12/31/2013,1029475000.0,423256000.0,27772000.0,0.0,357165000.0,Real Estate,Retail REITs
MAC,Year 3,12/31/2014,1105247000.0,441929000.0,29412000.0,0.0,378716000.0,Real Estate,Retail REITs
MAC,Year 4,12/31/2015,1288149000.0,497359000.0,29870000.0,0.0,464472000.0,Real Estate,Retail REITs
MAR,Year 1,12/31/2012,11814000000.0,10190000000.0,582000000.0,0.0,102000000.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MAR,Year 2,12/31/2013,12784000000.0,11020000000.0,649000000.0,0.0,127000000.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MAR,Year 3,12/31/2014,13796000000.0,11830000000.0,659000000.0,0.0,148000000.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MAR,Year 4,12/31/2015,14486000000.0,12363000000.0,634000000.0,0.0,139000000.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MAS,Year 1,12/31/2013,6761000000.0,4802000000.0,1347000000.0,0.0,0.0,Industrials,Building Products
MAS,Year 2,12/31/2014,7006000000.0,4946000000.0,1338000000.0,0.0,0.0,Industrials,Building Products
MAS,Year 3,12/31/2015,7142000000.0,4889000000.0,1339000000.0,0.0,0.0,Industrials,Building Products
MAS,Year 4,12/31/2016,7357000000.0,4901000000.0,1403000000.0,0.0,0.0,Industrials,Building Products
MAT,Year 1,12/31/2012,6420881000.0,3011684000.0,2388182000.0,0.0,0.0,Consumer Discretionary,Leisure Products
MAT,Year 2,12/31/2013,6484892000.0,3006009000.0,2310780000.0,0.0,0.0,Consumer Discretionary,Leisure Products
MAT,Year 3,12/31/2014,6023819000.0,3022797000.0,2347308000.0,0.0,0.0,Consumer Discretionary,Leisure Products
MAT,Year 4,12/31/2015,5702613000.0,2896255000.0,2265436000.0,0.0,0.0,Consumer Discretionary,Leisure Products
MCD,Year 1,12/31/2012,27567000000.0,16750700000.0,2211700000.0,0.0,0.0,Consumer Discretionary,Restaurants
MCD,Year 2,12/31/2013,28105700000.0,17203000000.0,2138400000.0,0.0,0.0,Consumer Discretionary,Restaurants
MCD,Year 3,12/31/2014,27441300000.0,16985600000.0,2506500000.0,0.0,0.0,Consumer Discretionary,Restaurants
MCD,Year 4,12/31/2015,25413000000.0,15623800000.0,2643700000.0,0.0,0.0,Consumer Discretionary,Restaurants
MCHP,Year 1,3/31/2013,1581623000.0,743164000.0,261471000.0,254723000.0,111537000.0,Information Technology,Semiconductors
MCHP,Year 2,3/31/2014,1931217000.0,802474000.0,267278000.0,305043000.0,94534000.0,Information Technology,Semiconductors
MCHP,Year 3,3/31/2015,2147036000.0,917472000.0,274815000.0,349543000.0,176746000.0,Information Technology,Semiconductors
MCHP,Year 4,3/31/2016,2173334000.0,967870000.0,301670000.0,372596000.0,174896000.0,Information Technology,Semiconductors
MCK,Year 1,3/31/2013,122196000000.0,115315000000.0,4110000000.0,433000000.0,0.0,Health Care,Health Care Distributors
MCK,Year 2,3/31/2014,137392000000.0,129040000000.0,5388000000.0,457000000.0,0.0,Health Care,Health Care Distributors
MCK,Year 3,3/31/2015,179045000000.0,167634000000.0,7901000000.0,392000000.0,0.0,Health Care,Health Care Distributors
MCK,Year 4,3/31/2016,190884000000.0,179468000000.0,7276000000.0,392000000.0,0.0,Health Care,Health Care Distributors
MCO,Year 1,12/31/2012,2730300000.0,795000000.0,752200000.0,0.0,93500000.0,Financials,Diversified Financial Services
MCO,Year 2,12/31/2013,2972500000.0,822400000.0,822100000.0,0.0,93400000.0,Financials,Diversified Financial Services
MCO,Year 3,12/31/2014,3334300000.0,930300000.0,869300000.0,0.0,95600000.0,Financials,Diversified Financial Services
MCO,Year 4,12/31/2015,3484500000.0,976300000.0,921300000.0,0.0,113500000.0,Financials,Diversified Financial Services
MDLZ,Year 1,12/31/2012,35015000000.0,21939000000.0,9176000000.0,0.0,217000000.0,Consumer Staples,Packaged Foods & Meats
MDLZ,Year 2,12/31/2013,35299000000.0,22189000000.0,8679000000.0,0.0,217000000.0,Consumer Staples,Packaged Foods & Meats
MDLZ,Year 3,12/31/2014,34244000000.0,21647000000.0,8457000000.0,0.0,206000000.0,Consumer Staples,Packaged Foods & Meats
MDLZ,Year 4,12/31/2015,29636000000.0,18124000000.0,7577000000.0,0.0,181000000.0,Consumer Staples,Packaged Foods & Meats
MET,Year 1,12/31/2012,68150000000.0,37987000000.0,9098000000.0,0.0,17755000000.0,Financials,Life & Health Insurance
MET,Year 2,12/31/2013,68199000000.0,38107000000.0,9438000000.0,0.0,16602000000.0,Financials,Life & Health Insurance
MET,Year 3,12/31/2014,73316000000.0,39102000000.0,8319000000.0,0.0,17091000000.0,Financials,Life & Health Insurance
MET,Year 4,12/31/2015,69951000000.0,38714000000.0,6998000000.0,0.0,16769000000.0,Financials,Life & Health Insurance
MHK,Year 1,12/31/2012,5787980000.0,4297922000.0,1110550000.0,0.0,0.0,Consumer Discretionary,Home Furnishings
MHK,Year 2,12/31/2013,7348754000.0,5427945000.0,1373878000.0,0.0,0.0,Consumer Discretionary,Home Furnishings
MHK,Year 3,12/31/2014,7803446000.0,5649254000.0,1381396000.0,0.0,0.0,Consumer Discretionary,Home Furnishings
MHK,Year 4,12/31/2015,8071563000.0,5660877000.0,1573120000.0,0.0,0.0,Consumer Discretionary,Home Furnishings
MJN,Year 1,12/31/2012,3901300000.0,1503800000.0,1457300000.0,100100000.0,0.0,Consumer Staples,Packaged Foods & Meats
MJN,Year 2,12/31/2013,4200700000.0,1528500000.0,1548600000.0,100200000.0,0.0,Consumer Staples,Packaged Foods & Meats
MJN,Year 3,12/31/2014,4409300000.0,1700600000.0,1617600000.0,115100000.0,0.0,Consumer Staples,Packaged Foods & Meats
MJN,Year 4,12/31/2015,4071300000.0,1455300000.0,1532400000.0,108400000.0,0.0,Consumer Staples,Packaged Foods & Meats
MKC,Year 1,11/30/2013,4123400000.0,2457600000.0,1090300000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
MKC,Year 2,11/30/2014,4243200000.0,2513000000.0,1122000000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
MKC,Year 3,11/30/2015,4296300000.0,2559000000.0,1127400000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
MKC,Year 4,11/30/2016,4411500000.0,2579800000.0,1175000000.0,0.0,0.0,Consumer Staples,Packaged Foods & Meats
MLM,Year 1,12/31/2012,2031901000.0,1704767000.0,135824000.0,0.0,0.0,Materials,Construction Materials
MLM,Year 2,12/31/2013,2155551000.0,1791594000.0,145298000.0,0.0,0.0,Materials,Construction Materials
MLM,Year 3,12/31/2014,2957951000.0,2435591000.0,164596000.0,0.0,0.0,Materials,Construction Materials
MLM,Year 4,12/31/2015,3539570000.0,2817803000.0,233887000.0,0.0,0.0,Materials,Construction Materials
MMC,Year 1,12/31/2012,11924000000.0,0.0,7134000000.0,0.0,2961000000.0,Financials,Insurance Brokers
MMC,Year 2,12/31/2013,12261000000.0,0.0,7226000000.0,0.0,2958000000.0,Financials,Insurance Brokers
MMC,Year 3,12/31/2014,12951000000.0,0.0,7515000000.0,0.0,3135000000.0,Financials,Insurance Brokers
MMC,Year 4,12/31/2015,12893000000.0,0.0,7334000000.0,0.0,3140000000.0,Financials,Insurance Brokers
MMM,Year 1,12/31/2013,30871000000.0,16106000000.0,6384000000.0,1715000000.0,0.0,Industrials,Industrial Conglomerates
MMM,Year 2,12/31/2014,31821000000.0,16447000000.0,6469000000.0,1770000000.0,0.0,Industrials,Industrial Conglomerates
MMM,Year 3,12/31/2015,30274000000.0,15383000000.0,6182000000.0,1763000000.0,0.0,Industrials,Industrial Conglomerates
MMM,Year 4,12/31/2016,30109000000.0,15040000000.0,6111000000.0,1735000000.0,0.0,Industrials,Industrial Conglomerates
MNST,Year 1,12/31/2012,2060702000.0,995046000.0,0.0,0.0,0.0,Consumer Staples,Soft Drinks
MNST,Year 2,12/31/2013,2246428000.0,1073497000.0,0.0,0.0,0.0,Consumer Staples,Soft Drinks
MNST,Year 3,12/31/2014,2464867000.0,1125057000.0,0.0,0.0,0.0,Consumer Staples,Soft Drinks
MNST,Year 4,12/31/2015,2722564000.0,1090263000.0,0.0,0.0,0.0,Consumer Staples,Soft Drinks
MO,Year 1,12/31/2012,24618000000.0,15055000000.0,2249000000.0,0.0,0.0,Consumer Staples,Tobacco
MO,Year 2,12/31/2013,24466000000.0,14009000000.0,2362000000.0,0.0,0.0,Consumer Staples,Tobacco
MO,Year 3,12/31/2014,24522000000.0,14362000000.0,2541000000.0,0.0,0.0,Consumer Staples,Tobacco
MO,Year 4,12/31/2015,25434000000.0,14320000000.0,2749000000.0,0.0,0.0,Consumer Staples,Tobacco
MON,Year 1,8/31/2013,14861000000.0,7208000000.0,2550000000.0,1533000000.0,0.0,Materials,Fertilizers & Agricultural Chemicals
MON,Year 2,8/31/2014,15855000000.0,7281000000.0,2774000000.0,1725000000.0,0.0,Materials,Fertilizers & Agricultural Chemicals
MON,Year 3,8/31/2015,15001000000.0,6819000000.0,2686000000.0,1580000000.0,0.0,Materials,Fertilizers & Agricultural Chemicals
MON,Year 4,8/31/2016,13502000000.0,6485000000.0,2833000000.0,1512000000.0,0.0,Materials,Fertilizers & Agricultural Chemicals
MOS,Year 1,5/31/2013,9974100000.0,7213900000.0,550600000.0,0.0,0.0,Materials,Fertilizers & Agricultural Chemicals
MOS,Year 2,12/31/2014,9055800000.0,7129200000.0,505800000.0,0.0,0.0,Materials,Fertilizers & Agricultural Chemicals
